"year"|"conflictid_new"|"actor"|"conflict_type"|"conflict_country"|"ai_prev"|"hrw_prev"|"state_prev"|"actor_type"|"theta_static"|"theta_sd_static"|"theta_upper_static"|"theta_low_static"|"theta_dynamic"|"theta_sd_dynamic"|"theta_upper_dynamic"|"theta_low_dynamic"|"max_prev"|"lag_ai_prev"|"lag_hrw_prev"|"lag_state_prev"|"lag_max_prev"|"lag_theta_static"|"lag_theta_sd_static"|"lag_theta_dynamic"|"lag_theta_sd_dynamic"
2003|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.417363533808848|0.777936821140485|0.911629505810969|-2.12816116348171|0.0919193394282372|0.770007126214034|1.39581881985961|-1.60173196596974|0|1|1|1|1|1.42562042951078|0.359145590638488|1.8075749141136|0.366368865848584
2004|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.42973957432931|0.802038454439712|0.947954866029794|-2.13131084810972|0.092085130360963|0.77803194630088|1.39236409494418|-1.61049628936182|0|0|0|0|0|-0.417363533808848|0.777936821140485|0.0919193394282372|0.770007126214034
2005|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.417129923146073|0.774169779271578|0.901298072557738|-2.05731312436387|0.0130337567100612|0.785103647345058|1.33054630261685|-1.71382251327126|0|0|0|0|0|-0.42973957432931|0.802038454439712|0.092085130360963|0.77803194630088
2006|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.42266064299765|0.826444339446295|0.989418977560648|-2.19302762233216|0.0535295022261153|0.771726659922018|1.35372079756532|-1.64253402414073|0|0|0|0|0|-0.417129923146073|0.774169779271578|0.0130337567100612|0.785103647345058
2007|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.40882412915543|0.780021696238221|0.927852042455212|-2.10261256259275|0.123181060221558|0.767680832669696|1.41314197556138|-1.59481676987967|0|0|0|0|0|-0.42266064299765|0.826444339446295|0.0535295022261153|0.771726659922018
2008|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.431408067360351|0.773273316909154|0.872536394258696|-2.07925509810111|-0.0137993616717136|0.795920643629027|1.34832327899993|-1.71179846930031|0|0|0|0|0|-0.40882412915543|0.780021696238221|0.123181060221558|0.767680832669696
2009|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.4323773693805|0.80325105406361|0.964444307186378|-2.13870060765368|-0.120418456492123|0.796095106590604|1.21776805233515|-1.80283075762827|0|0|0|0|0|-0.431408067360351|0.773273316909154|-0.0137993616717136|0.795920643629027
2010|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.413817305721636|0.777273759808608|0.946496070744777|-2.09966608074902|0.245217330881079|0.724758949781917|1.45170715743127|-1.31406097172364|0|0|0|0|0|-0.4323773693805|0.80325105406361|-0.120418456492123|0.796095106590604
2011|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.40880789388296|0.768723461971805|0.914258037947021|-2.03014481959159|-0.185663313683483|0.835030631573551|1.22705344896568|-1.96599391271962|0|0|0|0|0|-0.413817305721636|0.777273759808608|0.245217330881079|0.724758949781917
2012|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.428595564123571|0.804313749356613|0.925356758987481|-2.16799590588049|-0.0027707957591743|0.801522725127396|1.3224260409318|-1.74039388173999|0|0|0|0|0|-0.40880789388296|0.768723461971805|-0.185663313683483|0.835030631573551
2013|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.344844235792603|0.808397264836368|1.09548724767352|-2.03815196889646|-0.206998771532667|0.907443155326204|1.35259885867986|-2.16632640353929|0|0|0|0|0|-0.428595564123571|0.804313749356613|-0.0027707957591743|0.801522725127396
2015|354|"Government"|"intra"|"Turkey"|0|0|0|1|-0.419472558646815|0.781655952288719|0.969235532980262|-2.10417660992357|-0.279044578989542|0.829948661476952|1.18273613371589|-1.99785189505636|0|0|0|0|0|-0.325613587929655|0.813531506302637|0.0217314540010264|0.77580763097237
1989|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.411074920507744|0.794063060640647|0.930269874566052|-2.10737196103471|-0.272887221401572|0.790245425936373|1.09557558242452|-1.93274731728513|0|NA|NA|NA|NA|NA|NA|NA|NA
1990|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.411942549982809|0.776694263075657|0.916593939983329|-2.06600722644168|-0.0417521674451414|0.767731278263174|1.249810229397|-1.7350583680513|0|0|0|0|0|-0.411074920507744|0.794063060640647|-0.272887221401572|0.790245425936373
1991|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.431160459198869|0.785067265348228|0.896747519800581|-2.11686649153171|0.0521650210937013|0.762250726761299|1.34156326208888|-1.604835734435|0|0|0|0|0|-0.411942549982809|0.776694263075657|-0.0417521674451414|0.767731278263174
1992|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.416870269666658|0.80126760937964|0.917342196359323|-2.11881629103418|0.0934012835122943|0.748923647552188|1.40072956588904|-1.53010084365795|0|0|0|0|0|-0.431160459198869|0.785067265348228|0.0521650210937013|0.762250726761299
1993|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.413162973943866|0.772919976901441|0.911853713448774|-2.05334426592388|0.152919651271853|0.749315852861801|1.44503235152317|-1.51623799011031|0|0|0|0|0|-0.416870269666658|0.80126760937964|0.0934012835122943|0.748923647552188
1994|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.447934461042008|0.798737915315552|0.941691195849063|-2.09839362585601|0.104104672771696|0.732967674116512|1.35071456975929|-1.48121592321258|0|0|0|0|0|-0.413162973943866|0.772919976901441|0.152919651271853|0.749315852861801
1995|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.414650532505754|0.802476910134969|0.94778637657429|-2.11577966223098|0.0264418769027593|0.78923039366438|1.36496443613349|-1.73959652037209|0|0|0|0|0|-0.447934461042008|0.798737915315552|0.104104672771696|0.732967674116512
1996|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.423776362642548|0.780390225973503|0.915412487697332|-2.14961569546445|0.216291457004455|0.730395706138365|1.4079092194129|-1.37078093111273|0|0|0|0|0|-0.414650532505754|0.802476910134969|0.0264418769027593|0.78923039366438
1997|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.413473901581282|0.789805966421622|0.944536776518333|-2.08935000768947|0.169634738339845|0.729300260694621|1.43446163228027|-1.44586396921525|0|0|0|0|0|-0.423776362642548|0.780390225973503|0.216291457004455|0.730395706138365
1998|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.416282898093429|0.780089446481288|0.948980714765824|-2.11732724514889|0.184107502810926|0.705131039422204|1.36771672912513|-1.37377765766708|0|0|0|0|0|-0.413473901581282|0.789805966421622|0.169634738339845|0.729300260694621
1999|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.413211234509819|0.79454434668813|0.921069028444083|-2.15769269834552|0.238224203203535|0.734717019142178|1.4840109324806|-1.43870837278147|0|0|0|0|0|-0.416282898093429|0.780089446481288|0.184107502810926|0.705131039422204
2000|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.426838538864669|0.774106877178244|0.872688306700007|-2.06846350889065|0.160084569569385|0.747881354291103|1.40676084840039|-1.48238338376045|0|0|0|0|0|-0.413211234509819|0.79454434668813|0.238224203203535|0.734717019142178
2001|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.43053195811516|0.816937778621145|0.967954373087695|-2.18627308162652|0.114604420997496|0.730092520078487|1.34132534174024|-1.45360322965434|0|0|0|0|0|-0.426838538864669|0.774106877178244|0.160084569569385|0.747881354291103
2002|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.427448101931504|0.802732861721312|0.931949917181342|-2.13775709195313|0.109677161227784|0.736346301606215|1.34368521748928|-1.50456709006497|0|0|0|0|0|-0.43053195811516|0.816937778621145|0.114604420997496|0.730092520078487
2003|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.406619158408993|0.782809066163034|0.908042371539507|-2.07063761906859|0.0979215874110236|0.746081296149785|1.35930164167025|-1.5123218911723|0|0|0|0|0|-0.427448101931504|0.802732861721312|0.109677161227784|0.736346301606215
2004|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.410410422310769|0.76361904414326|0.869662882682982|-2.03960708711555|0.0754612372306226|0.781072762067186|1.38832705471257|-1.68067613103763|0|0|0|0|0|-0.406619158408993|0.782809066163034|0.0979215874110236|0.746081296149785
2005|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.417488845646312|0.781656491887538|0.91866400905486|-2.01163946737213|0.00465417756405342|0.791247564652564|1.3361810163328|-1.69989388220865|0|0|0|0|0|-0.410410422310769|0.76361904414326|0.0754612372306226|0.781072762067186
2006|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.427432019117915|0.787475583980401|0.901707550149596|-2.10884810899406|0.0714733467315666|0.753648694531258|1.34143790736082|-1.50912664784912|0|0|0|0|0|-0.417488845646312|0.781656491887538|0.00465417756405342|0.791247564652564
2007|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.405845271344743|0.759581546109848|0.883552078039605|-2.04042926179858|0.115179728186118|0.79093555619284|1.41779741981867|-1.69519758229574|0|0|0|0|0|-0.427432019117915|0.787475583980401|0.0714733467315666|0.753648694531258
2008|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.414438283752694|0.782913904686976|0.962034484061412|-2.14500897705026|-0.0117786003095459|0.797135988465363|1.29317985520105|-1.75130753200828|0|0|0|0|0|-0.405845271344743|0.759581546109848|0.115179728186118|0.79093555619284
2009|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.409950257091988|0.772166162742901|0.930316164368592|-2.03817040142269|-0.115891965179127|0.814075288240526|1.2454685056214|-1.89345295939331|0|0|0|0|0|-0.414438283752694|0.782913904686976|-0.0117786003095459|0.797135988465363
2010|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.417249936076633|0.771405814021293|0.898458219752105|-2.0732290644911|0.263244590615407|0.715511554392682|1.47942803394044|-1.29606110242639|0|0|0|0|0|-0.409950257091988|0.772166162742901|-0.115891965179127|0.814075288240526
2011|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.410214192828604|0.782268562871146|0.934304137807558|-2.10795680716818|-0.209158452486038|0.850008651010068|1.24088789402364|-2.02630249291387|0|0|0|0|0|-0.417249936076633|0.771405814021293|0.263244590615407|0.715511554392682
2012|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.411372860495511|0.75289400225984|0.898676278152848|-2.00932032233263|-0.0141624000625234|0.811198331928054|1.36080119619457|-1.81493425752309|0|0|0|0|0|-0.410214192828604|0.782268562871146|-0.209158452486038|0.850008651010068
2013|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.360959308545752|0.817909562468911|1.07200554417116|-2.11375329844831|-0.2129576695368|0.893419571147744|1.35047135814999|-2.13923805617652|0|0|0|0|0|-0.411372860495511|0.75289400225984|-0.0141624000625234|0.811198331928054
2015|354|"Rebels"|"intra"|"Turkey"|0|0|0|3|-0.427141682197599|0.795974615340286|0.897030805612389|-2.12459510651495|-0.298338791881913|0.855941468331582|1.1815846689132|-2.13743764408226|0|0|0|0|0|-0.314901252391987|0.811633023009156|0.0160909750265405|0.785209345676804
1989|362|"Government"|"intra"|"Comoros"|0|0|0|1|-0.390688557004435|0.802056342361611|1.03553143789293|-2.05291568337023|-0.245440047620572|0.85184449066933|1.25259618327645|-2.0092535358621|0|NA|NA|NA|NA|NA|NA|NA|NA
1989|362|"Rebels"|"intra"|"Comoros"|0|0|0|3|-0.379827334053997|0.826222781978311|1.06679796374|-2.14813913871161|-0.261005558996361|0.858147751633084|1.22990271100872|-2.10807035482625|0|NA|NA|NA|NA|NA|NA|NA|NA
1996|363|"Government"|"intra"|"Ethiopia"|0|0|0|1|-0.404153570099233|0.782743251083291|0.938747264493732|-2.10797675621811|-0.28045328140828|0.823197423612156|1.14087386395335|-1.98072865384012|0|NA|NA|NA|NA|NA|NA|NA|NA
1996|363|"Rebels"|"intra"|"Ethiopia"|0|0|0|3|-0.390049218561737|0.781379863488383|0.969347001442238|-2.1022246770402|-0.290079570403267|0.842719081937453|1.14075364075608|-2.02431803069483|0|NA|NA|NA|NA|NA|NA|NA|NA
